,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM
13762,15024,2011,9,18,23,3,7.0,81.0,1025.0,10.0,cv,1.78,0.0,0.0,48.0
13763,15025,2011,9,19,0,3,8.0,87.0,1025.0,10.0,NE,1.79,0.0,0.0,48.0
13764,15026,2011,9,19,1,3,7.0,81.0,1025.0,10.0,NW,3.13,0.0,0.0,64.0
13765,15027,2011,9,19,2,3,7.0,87.0,1025.0,9.0,NW,4.92,0.0,0.0,41.0
13766,15028,2011,9,19,3,3,6.0,87.0,1025.0,8.0,NW,8.05,0.0,0.0,21.0
13767,15029,2011,9,19,4,3,6.0,87.0,1025.0,8.0,NW,11.18,0.0,0.0,25.0
13768,15030,2011,9,19,5,3,6.0,87.0,1026.0,8.0,NW,15.2,0.0,0.0,28.0
13769,15031,2011,9,19,6,3,5.0,87.0,1026.0,7.0,NW,19.22,0.0,0.0,41.0
13770,15032,2011,9,19,7,3,8.0,87.0,1026.0,10.0,NW,22.35,0.0,0.0,29.0
13771,15033,2011,9,19,8,3,6.0,58.0,1026.0,14.0,NW,27.27,0.0,0.0,22.0
13772,15034,2011,9,19,9,3,6.0,51.0,1026.0,16.0,NW,31.29,0.0,0.0,23.0
13773,15035,2011,9,19,10,3,6.0,45.0,1025.0,18.0,NW,34.42,0.0,0.0,15.0
13774,15036,2011,9,19,11,3,6.0,39.0,1025.0,20.0,NW,36.21,0.0,0.0,12.0
13775,15037,2011,9,19,12,3,4.0,30.0,1024.0,22.0,NW,38.0,0.0,0.0,10.0
13776,15038,2011,9,19,13,3,0.0,23.0,1022.0,22.0,NW,41.13,0.0,0.0,11.0
13777,15039,2011,9,19,14,3,1.0,23.0,1022.0,23.0,NW,44.26,0.0,0.0,13.0
13778,15040,2011,9,19,15,3,1.0,23.0,1021.0,23.0,cv,1.79,0.0,0.0,22.0
13779,15041,2011,9,19,16,3,2.0,26.0,1020.0,22.0,SE,3.13,0.0,0.0,12.0
13780,15042,2011,9,19,17,3,1.0,24.0,1020.0,22.0,cv,0.89,0.0,0.0,18.0
13781,15043,2011,9,19,18,3,2.0,30.0,1020.0,20.0,SE,1.79,0.0,0.0,55.0
13782,15044,2011,9,19,19,3,8.0,55.0,1021.0,17.0,SE,3.58,0.0,0.0,22.0
13783,15045,2011,9,19,20,3,2.0,34.0,1021.0,18.0,SE,6.71,0.0,0.0,29.0
13784,15046,2011,9,19,21,3,3.0,32.0,1022.0,20.0,SE,8.5,0.0,0.0,37.0
13785,15047,2011,9,19,22,3,7.0,66.0,1021.0,13.0,SE,10.29,0.0,0.0,43.0
13786,15048,2011,9,19,23,3,8.0,81.0,1021.0,11.0,cv,0.45,0.0,0.0,64.0
13787,15049,2011,9,20,0,3,9.0,87.0,1021.0,11.0,NE,0.89,0.0,0.0,78.0
13788,15050,2011,9,20,1,3,8.0,87.0,1021.0,10.0,cv,0.45,0.0,0.0,78.0
13789,15051,2011,9,20,2,3,8.0,87.0,1021.0,10.0,cv,1.34,0.0,0.0,76.0
13790,15052,2011,9,20,3,3,8.0,93.0,1021.0,9.0,NW,1.79,0.0,0.0,59.0
13791,15053,2011,9,20,4,3,7.0,87.0,1021.0,9.0,NW,4.92,0.0,0.0,23.0
13792,15054,2011,9,20,5,3,6.0,87.0,1022.0,8.0,NW,8.05,0.0,0.0,25.0
13793,15055,2011,9,20,6,3,6.0,87.0,1022.0,8.0,NW,11.18,0.0,0.0,27.0
13794,15056,2011,9,20,7,3,8.0,81.0,1022.0,11.0,NW,14.31,0.0,0.0,49.0
13795,15057,2011,9,20,8,3,6.0,51.0,1022.0,16.0,NW,18.33,0.0,0.0,38.0
13796,15058,2011,9,20,9,3,6.0,48.0,1022.0,17.0,NW,22.35,0.0,0.0,39.0
13797,15059,2011,9,20,10,3,6.0,42.0,1022.0,19.0,NW,25.48,0.0,0.0,42.0
13798,15060,2011,9,20,11,3,4.0,30.0,1021.0,22.0,NW,28.61,0.0,0.0,24.0
13799,15061,2011,9,20,12,3,3.0,26.0,1020.0,23.0,NW,30.4,0.0,0.0,26.0
13800,15062,2011,9,20,13,3,2.0,22.0,1019.0,25.0,NW,33.53,0.0,0.0,16.0
13801,15063,2011,9,20,14,3,1.0,20.0,1018.0,25.0,NW,35.32,0.0,0.0,12.0
13802,15064,2011,9,20,15,3,2.0,22.0,1017.0,25.0,NW,38.45,0.0,0.0,7.0
13803,15065,2011,9,20,16,3,2.0,20.0,1016.0,26.0,cv,1.79,0.0,0.0,7.0
13804,15066,2011,9,20,17,3,1.0,20.0,1016.0,25.0,SE,3.13,0.0,0.0,32.0
13805,15067,2011,9,20,18,3,3.0,30.0,1016.0,21.0,SE,4.92,0.0,0.0,26.0
13806,15068,2011,9,20,19,3,4.0,37.0,1016.0,19.0,SE,6.71,0.0,0.0,28.0
13807,15069,2011,9,20,20,3,2.0,28.0,1017.0,21.0,SE,9.84,0.0,0.0,49.0
13808,15070,2011,9,20,21,3,7.0,55.0,1017.0,16.0,SE,11.63,0.0,0.0,39.0
13809,15071,2011,9,20,22,3,8.0,71.0,1017.0,13.0,cv,0.45,0.0,0.0,24.0
13810,15072,2011,9,20,23,3,8.0,81.0,1016.0,11.0,cv,1.34,0.0,0.0,57.0
13811,15073,2011,9,21,0,3,9.0,81.0,1017.0,12.0,cv,2.23,0.0,0.0,47.0
13812,15074,2011,9,21,1,3,8.0,87.0,1016.0,10.0,cv,3.12,0.0,0.0,60.0
13813,15075,2011,9,21,2,3,9.0,93.0,1016.0,10.0,NW,1.79,0.0,0.0,66.0
13814,15076,2011,9,21,3,3,8.0,81.0,1016.0,11.0,NW,3.58,0.0,0.0,37.0
13815,15077,2011,9,21,4,3,7.0,81.0,1016.0,10.0,NW,6.71,0.0,0.0,45.0
13816,15078,2011,9,21,5,3,6.0,81.0,1016.0,9.0,NW,9.84,0.0,0.0,57.0
13817,15079,2011,9,21,6,3,6.0,76.0,1016.0,10.0,NW,11.63,0.0,0.0,58.0
13818,15080,2011,9,21,7,3,8.0,76.0,1017.0,12.0,NW,14.76,0.0,0.0,45.0
13819,15081,2011,9,21,8,3,8.0,62.0,1017.0,15.0,NW,18.78,0.0,0.0,30.0
13820,15082,2011,9,21,9,3,5.0,39.0,1017.0,19.0,NE,4.02,0.0,0.0,38.0
13821,15083,2011,9,21,10,3,4.0,32.0,1017.0,21.0,NW,3.13,0.0,0.0,31.0
13822,15084,2011,9,21,11,3,4.0,28.0,1016.0,23.0,NW,6.26,0.0,0.0,18.0
13823,15085,2011,9,21,12,3,4.0,25.0,1015.0,25.0,NW,10.28,0.0,0.0,14.0
13824,15086,2011,9,21,13,3,3.0,22.0,1015.0,26.0,NE,3.13,0.0,0.0,18.0
13825,15087,2011,9,21,14,3,3.0,22.0,1014.0,26.0,NE,6.26,0.0,0.0,21.0
13826,15088,2011,9,21,15,3,1.0,18.0,1013.0,27.0,NE,8.05,0.0,0.0,18.0
13827,15089,2011,9,21,16,3,4.0,24.0,1012.0,26.0,SE,1.79,0.0,0.0,19.0
13828,15090,2011,9,21,17,3,4.0,25.0,1012.0,25.0,SE,3.58,0.0,0.0,28.0
13829,15091,2011,9,21,18,3,4.0,30.0,1013.0,22.0,SE,6.71,0.0,0.0,37.0
13830,15092,2011,9,21,19,3,4.0,30.0,1013.0,22.0,SE,9.84,0.0,0.0,36.0
13831,15093,2011,9,21,20,3,4.0,30.0,1014.0,22.0,SE,13.86,0.0,0.0,50.0
13832,15094,2011,9,21,21,3,9.0,67.0,1014.0,15.0,cv,0.89,0.0,0.0,50.0
13833,15095,2011,9,21,22,3,10.0,81.0,1014.0,13.0,cv,1.78,0.0,0.0,68.0
13834,15096,2011,9,21,23,3,10.0,81.0,1014.0,13.0,cv,2.67,0.0,0.0,92.0
13835,15097,2011,9,22,0,3,10.0,87.0,1014.0,12.0,NE,0.89,0.0,0.0,87.0
13836,15098,2011,9,22,1,3,10.0,93.0,1014.0,11.0,NW,3.13,0.0,0.0,66.0
13837,15099,2011,9,22,2,3,9.0,81.0,1014.0,12.0,NW,6.26,0.0,0.0,59.0
13838,15100,2011,9,22,3,3,8.0,81.0,1014.0,11.0,NW,8.05,0.0,0.0,40.0
13839,15101,2011,9,22,4,3,7.0,81.0,1014.0,10.0,NW,12.07,0.0,0.0,42.0
13840,15102,2011,9,22,5,3,6.0,76.0,1015.0,10.0,NW,15.2,0.0,0.0,36.0
13841,15103,2011,9,22,6,3,6.0,76.0,1015.0,10.0,NW,19.22,0.0,0.0,32.0
13842,15104,2011,9,22,7,3,8.0,76.0,1016.0,12.0,NW,24.14,0.0,0.0,32.0
13843,15105,2011,9,22,8,3,7.0,51.0,1016.0,17.0,NW,28.16,0.0,0.0,46.0
13844,15106,2011,9,22,9,3,5.0,35.0,1016.0,21.0,NW,33.08,0.0,0.0,28.0
13845,15107,2011,9,22,10,3,5.0,31.0,1017.0,23.0,NW,38.0,0.0,0.0,40.0
13846,15108,2011,9,22,11,3,5.0,25.0,1016.0,26.0,NW,42.02,0.0,0.0,33.0
13847,15109,2011,9,22,12,3,5.0,24.0,1016.0,27.0,NW,46.04,0.0,0.0,16.0
13848,15110,2011,9,22,13,3,1.0,17.0,1015.0,28.0,NE,4.02,0.0,0.0,15.0
13849,15111,2011,9,22,14,3,0.0,16.0,1014.0,28.0,NE,7.15,0.0,0.0,14.0
13850,15112,2011,9,22,15,3,1.0,17.0,1013.0,28.0,NE,8.94,0.0,0.0,21.0
13851,15113,2011,9,22,16,3,1.0,17.0,1013.0,28.0,SE,1.79,0.0,0.0,26.0
13852,15114,2011,9,22,17,3,6.0,26.0,1013.0,27.0,SE,3.58,0.0,0.0,31.0
13853,15115,2011,9,22,18,3,10.0,46.0,1013.0,22.0,cv,0.45,0.0,0.0,56.0
13854,15116,2011,9,22,19,3,4.0,32.0,1014.0,21.0,SE,3.13,0.0,0.0,74.0
13855,15117,2011,9,22,20,3,10.0,67.0,1015.0,16.0,cv,0.89,0.0,0.0,60.0
13856,15118,2011,9,22,21,3,10.0,72.0,1015.0,15.0,cv,1.78,0.0,0.0,133.0
13857,15119,2011,9,22,22,3,11.0,82.0,1016.0,14.0,cv,2.23,0.0,0.0,125.0
13858,15120,2011,9,22,23,3,9.0,81.0,1016.0,12.0,NE,0.89,0.0,0.0,164.0
13859,15121,2011,9,23,0,3,11.0,76.0,1016.0,15.0,SE,1.79,0.0,0.0,140.0
13860,15122,2011,9,23,1,3,11.0,82.0,1016.0,14.0,SE,3.58,0.0,0.0,138.0
13861,15123,2011,9,23,2,3,10.0,87.0,1016.0,12.0,NW,0.89,0.0,0.0,137.0
13862,15124,2011,9,23,3,3,9.0,81.0,1017.0,12.0,NW,2.68,0.0,0.0,114.0
13863,15125,2011,9,23,4,3,8.0,81.0,1017.0,11.0,NW,5.81,0.0,0.0,58.0
13864,15126,2011,9,23,5,3,9.0,81.0,1017.0,12.0,NW,7.6,0.0,0.0,57.0
13865,15127,2011,9,23,6,3,9.0,81.0,1018.0,12.0,NW,9.39,0.0,0.0,84.0
13866,15128,2011,9,23,7,3,10.0,76.0,1018.0,14.0,NW,12.52,0.0,0.0,94.0
13867,15129,2011,9,23,8,3,11.0,76.0,1018.0,15.0,NW,14.31,0.0,0.0,74.0
13868,15130,2011,9,23,9,3,10.0,55.0,1018.0,19.0,cv,0.89,0.0,0.0,76.0
13869,15131,2011,9,23,10,3,11.0,49.0,1018.0,22.0,SE,1.79,0.0,0.0,94.0
13870,15132,2011,9,23,11,3,11.0,43.0,1017.0,24.0,cv,3.13,0.0,0.0,106.0
13871,15133,2011,9,23,12,3,10.0,41.0,1017.0,24.0,SE,3.13,0.0,0.0,104.0
13872,15134,2011,9,23,13,3,9.0,34.0,1015.0,26.0,SE,7.15,0.0,0.0,100.0
13873,15135,2011,9,23,14,3,9.0,34.0,1014.0,26.0,SE,11.17,0.0,0.0,100.0
13874,15136,2011,9,23,15,3,8.0,31.0,1014.0,26.0,SE,15.19,0.0,0.0,104.0
13875,15137,2011,9,23,16,3,9.0,34.0,1013.0,26.0,SE,19.21,0.0,0.0,113.0
13876,15138,2011,9,23,17,3,10.0,38.0,1013.0,25.0,SE,23.23,0.0,0.0,90.0
13877,15139,2011,9,23,18,3,10.0,46.0,1013.0,22.0,SE,25.02,0.0,0.0,115.0
13878,15140,2011,9,23,19,3,12.0,72.0,1014.0,17.0,cv,0.89,0.0,0.0,120.0
13879,15141,2011,9,23,20,3,12.0,63.0,1014.0,19.0,SE,3.13,0.0,0.0,179.0
13880,15142,2011,9,23,21,3,13.0,72.0,1014.0,18.0,SE,4.92,0.0,0.0,208.0
13881,15143,2011,9,23,22,3,14.0,82.0,1014.0,17.0,SE,6.71,0.0,0.0,225.0
13882,15144,2011,9,23,23,3,14.0,87.0,1014.0,16.0,SE,8.5,0.0,0.0,227.0
13883,15145,2011,9,24,0,3,14.0,87.0,1014.0,16.0,SE,10.29,0.0,0.0,197.0
13884,15146,2011,9,24,1,3,12.0,93.0,1014.0,13.0,NE,1.79,0.0,0.0,162.0
13885,15147,2011,9,24,2,3,13.0,93.0,1014.0,14.0,cv,0.89,0.0,0.0,152.0
13886,15148,2011,9,24,3,3,13.0,100.0,1014.0,13.0,NW,0.89,0.0,0.0,130.0
13887,15149,2011,9,24,4,3,12.0,93.0,1014.0,13.0,NW,2.68,0.0,0.0,125.0
13888,15150,2011,9,24,5,3,12.0,93.0,1014.0,13.0,NW,4.47,0.0,0.0,119.0
13889,15151,2011,9,24,6,3,12.0,100.0,1014.0,12.0,NW,5.36,0.0,0.0,139.0
13890,15152,2011,9,24,7,3,12.0,100.0,1015.0,12.0,NW,7.15,0.0,0.0,122.0
13891,15153,2011,9,24,8,3,14.0,77.0,1015.0,18.0,NE,1.79,0.0,0.0,132.0
13892,15154,2011,9,24,9,3,14.0,72.0,1015.0,19.0,cv,0.89,0.0,0.0,137.0
13893,15155,2011,9,24,10,3,14.0,64.0,1015.0,21.0,cv,1.78,0.0,0.0,150.0
13894,15156,2011,9,24,11,3,14.0,56.0,1015.0,23.0,NE,1.79,0.0,0.0,134.0
13895,15157,2011,9,24,12,3,13.0,44.0,1014.0,26.0,cv,0.89,0.0,0.0,125.0
13896,15158,2011,9,24,13,3,10.0,34.0,1013.0,27.0,SE,3.13,0.0,0.0,127.0
13897,15159,2011,9,24,14,3,10.0,32.0,1013.0,28.0,SE,4.92,0.0,0.0,135.0
13898,15160,2011,9,24,15,3,10.0,32.0,1013.0,28.0,SE,8.05,0.0,0.0,153.0
13899,15161,2011,9,24,16,3,11.0,34.0,1012.0,28.0,SE,12.07,0.0,0.0,141.0
13900,15162,2011,9,24,17,3,12.0,41.0,1012.0,26.0,SE,16.09,0.0,0.0,139.0
13901,15163,2011,9,24,18,3,11.0,43.0,1013.0,24.0,SE,20.11,0.0,0.0,140.0
13902,15164,2011,9,24,19,3,11.0,46.0,1013.0,23.0,SE,23.24,0.0,0.0,158.0
13903,15165,2011,9,24,20,3,13.0,77.0,1014.0,17.0,cv,0.89,0.0,0.0,163.0
13904,15166,2011,9,24,21,3,13.0,77.0,1015.0,17.0,SE,1.79,0.0,0.0,176.0
13905,15167,2011,9,24,22,3,13.0,77.0,1014.0,17.0,SE,3.58,0.0,0.0,177.0
13906,15168,2011,9,24,23,3,14.0,87.0,1015.0,16.0,cv,0.89,0.0,0.0,181.0
13907,15169,2011,9,25,0,3,14.0,87.0,1015.0,16.0,cv,1.78,0.0,0.0,209.0
13908,15170,2011,9,25,1,3,13.0,87.0,1015.0,15.0,cv,2.67,0.0,0.0,252.0
13909,15171,2011,9,25,2,3,13.0,87.0,1015.0,15.0,cv,3.56,0.0,0.0,247.0
13910,15172,2011,9,25,3,3,12.0,93.0,1015.0,13.0,NE,1.79,0.0,0.0,253.0
13911,15173,2011,9,25,4,3,13.0,100.0,1015.0,13.0,cv,0.89,0.0,0.0,240.0
13912,15174,2011,9,25,5,3,12.0,93.0,1016.0,13.0,cv,1.78,0.0,0.0,231.0
13913,15175,2011,9,25,6,3,11.0,93.0,1016.0,12.0,NE,0.89,0.0,0.0,240.0
13914,15176,2011,9,25,7,3,13.0,100.0,1017.0,13.0,cv,0.45,0.0,0.0,273.0
13915,15177,2011,9,25,8,3,15.0,93.0,1017.0,16.0,NE,0.89,0.0,0.0,275.0
13916,15178,2011,9,25,9,3,15.0,82.0,1017.0,18.0,cv,0.89,0.0,0.0,274.0
13917,15179,2011,9,25,10,3,15.0,68.0,1018.0,21.0,cv,1.78,0.0,0.0,271.0
13918,15180,2011,9,25,11,3,15.0,64.0,1017.0,22.0,cv,2.67,0.0,0.0,284.0
13919,15181,2011,9,25,12,3,16.0,64.0,1017.0,23.0,SE,1.79,0.0,0.0,280.0
13920,15182,2011,9,25,13,3,15.0,53.0,1016.0,25.0,SE,4.92,0.0,0.0,277.0
13921,15183,2011,9,25,14,3,16.0,57.0,1016.0,25.0,SE,8.05,0.0,0.0,260.0
13922,15184,2011,9,25,15,3,15.0,53.0,1015.0,25.0,SE,11.18,0.0,0.0,256.0
13923,15185,2011,9,25,16,3,15.0,50.0,1015.0,26.0,SE,14.31,0.0,0.0,256.0
13924,15186,2011,9,25,17,3,16.0,60.0,1015.0,24.0,SE,16.1,0.0,0.0,269.0
13925,15187,2011,9,25,18,3,16.0,68.0,1016.0,22.0,cv,0.89,0.0,0.0,259.0
13926,15188,2011,9,25,19,3,16.0,82.0,1017.0,19.0,SE,0.89,0.0,0.0,255.0
13927,15189,2011,9,25,20,3,16.0,82.0,1017.0,19.0,SE,1.78,0.0,0.0,289.0
13928,15190,2011,9,25,21,3,16.0,93.0,1017.0,17.0,SE,2.67,0.0,0.0,316.0
13929,15191,2011,9,25,22,3,17.0,93.0,1018.0,18.0,SE,3.56,0.0,0.0,301.0
13930,15192,2011,9,25,23,3,16.0,93.0,1018.0,17.0,SE,4.45,0.0,0.0,299.0
13931,15193,2011,9,26,0,3,17.0,93.0,1018.0,18.0,cv,0.89,0.0,0.0,307.0
13932,15194,2011,9,26,1,3,16.0,93.0,1018.0,17.0,SE,0.89,0.0,0.0,299.0
13933,15195,2011,9,26,2,3,15.0,100.0,1018.0,15.0,cv,0.89,0.0,0.0,295.0
13934,15196,2011,9,26,3,3,15.0,100.0,1018.0,15.0,cv,1.78,0.0,0.0,298.0
13935,15197,2011,9,26,4,3,14.0,93.0,1018.0,15.0,cv,2.67,0.0,0.0,316.0
13936,15198,2011,9,26,5,3,13.0,93.0,1018.0,14.0,NE,0.89,0.0,0.0,279.0
13937,15199,2011,9,26,6,3,14.0,100.0,1019.0,14.0,NE,1.78,0.0,0.0,247.0
13938,15200,2011,9,26,7,3,13.0,93.0,1019.0,14.0,NE,2.67,0.0,0.0,256.0
13939,15201,2011,9,26,8,3,15.0,93.0,1020.0,16.0,cv,0.89,0.0,0.0,290.0
13940,15202,2011,9,26,9,3,15.0,77.0,1020.0,19.0,cv,1.78,0.0,0.0,282.0
13941,15203,2011,9,26,10,3,15.0,64.0,1020.0,22.0,cv,2.67,0.0,0.0,309.0
13942,15205,2011,9,26,12,3,15.0,53.0,1019.0,25.0,SE,1.79,0.0,0.0,263.0
13943,15206,2011,9,26,13,3,14.0,47.0,1018.0,26.0,SE,4.92,0.0,0.0,156.0
13944,15207,2011,9,26,14,3,10.0,34.0,1017.0,27.0,SE,10.73,0.0,0.0,108.0
13945,15208,2011,9,26,15,3,9.0,32.0,1016.0,27.0,SE,16.54,0.0,0.0,107.0
13946,15209,2011,9,26,16,3,10.0,34.0,1016.0,27.0,SE,21.46,0.0,0.0,118.0
13947,15210,2011,9,26,17,3,10.0,38.0,1016.0,25.0,SE,25.48,0.0,0.0,130.0
13948,15211,2011,9,26,18,3,11.0,46.0,1016.0,23.0,SE,28.61,0.0,0.0,112.0
13949,15212,2011,9,26,19,3,13.0,68.0,1016.0,19.0,SE,30.4,0.0,0.0,112.0
13950,15213,2011,9,26,20,3,14.0,82.0,1017.0,17.0,SE,31.29,0.0,0.0,129.0
13951,15214,2011,9,26,21,3,14.0,87.0,1017.0,16.0,SE,33.08,0.0,0.0,139.0
13952,15215,2011,9,26,22,3,14.0,82.0,1017.0,17.0,SE,34.87,0.0,0.0,153.0
13953,15216,2011,9,26,23,3,13.0,82.0,1017.0,16.0,SE,36.66,0.0,0.0,159.0
13954,15217,2011,9,27,0,3,13.0,82.0,1017.0,16.0,SE,38.45,0.0,0.0,200.0
13955,15218,2011,9,27,1,3,14.0,87.0,1017.0,16.0,SE,40.24,0.0,0.0,219.0
13956,15219,2011,9,27,2,3,13.0,87.0,1017.0,15.0,SE,41.13,0.0,0.0,226.0
13957,15220,2011,9,27,3,3,14.0,100.0,1017.0,14.0,NE,0.89,0.0,0.0,218.0
13958,15221,2011,9,27,4,3,14.0,93.0,1017.0,15.0,SE,0.89,0.0,0.0,251.0
13959,15222,2011,9,27,5,3,13.0,93.0,1018.0,14.0,SE,1.78,0.0,0.0,250.0
13960,15223,2011,9,27,6,3,13.0,93.0,1018.0,14.0,cv,0.89,0.0,0.0,253.0
13961,15224,2011,9,27,7,3,13.0,100.0,1018.0,13.0,NE,0.89,0.0,0.0,282.0
13962,15225,2011,9,27,8,3,15.0,93.0,1018.0,16.0,cv,0.89,0.0,0.0,290.0
13963,15226,2011,9,27,9,3,15.0,82.0,1018.0,18.0,SE,1.79,0.0,0.0,294.0
13964,15227,2011,9,27,10,3,16.0,77.0,1018.0,20.0,NE,1.79,0.0,0.0,288.0
13965,15228,2011,9,27,11,3,16.0,68.0,1018.0,22.0,SE,1.79,0.0,0.0,281.0
13966,15229,2011,9,27,12,3,14.0,53.0,1017.0,24.0,SE,3.58,0.0,0.0,247.0
13967,15230,2011,9,27,13,3,14.0,53.0,1016.0,24.0,cv,1.79,0.0,0.0,199.0
13968,15231,2011,9,27,14,3,13.0,47.0,1015.0,25.0,SE,1.79,0.0,0.0,132.0
13969,15232,2011,9,27,15,3,12.0,44.0,1015.0,25.0,SE,5.81,0.0,0.0,130.0
13970,15233,2011,9,27,16,3,12.0,44.0,1014.0,25.0,SE,9.83,0.0,0.0,140.0
13971,15234,2011,9,27,17,3,12.0,46.0,1015.0,24.0,SE,12.96,0.0,0.0,155.0
13972,15235,2011,9,27,18,3,13.0,60.0,1015.0,21.0,SE,14.75,0.0,0.0,161.0
13973,15236,2011,9,27,19,3,14.0,68.0,1015.0,20.0,SE,16.54,0.0,0.0,167.0
13974,15237,2011,9,27,20,3,14.0,68.0,1016.0,20.0,SE,18.33,0.0,0.0,242.0
13975,15238,2011,9,27,21,3,14.0,68.0,1016.0,20.0,SE,20.12,0.0,0.0,235.0
13976,15239,2011,9,27,22,3,14.0,72.0,1016.0,19.0,SE,21.91,0.0,0.0,178.0
13977,15240,2011,9,27,23,3,14.0,82.0,1015.0,17.0,cv,0.89,0.0,0.0,177.0
13978,15241,2011,9,28,0,3,14.0,87.0,1015.0,16.0,SE,1.79,0.0,0.0,204.0
13979,15242,2011,9,28,1,3,14.0,87.0,1015.0,16.0,NE,0.89,0.0,0.0,221.0
13980,15243,2011,9,28,2,3,15.0,93.0,1015.0,16.0,SE,1.79,0.0,0.0,239.0
13981,15244,2011,9,28,3,3,15.0,93.0,1015.0,16.0,cv,0.89,0.0,0.0,246.0
13982,15245,2011,9,28,4,3,15.0,93.0,1014.0,16.0,SE,1.79,0.0,0.0,244.0
13983,15246,2011,9,28,5,3,15.0,93.0,1014.0,16.0,cv,0.89,0.0,0.0,280.0
13984,15247,2011,9,28,6,3,15.0,93.0,1015.0,16.0,NE,0.89,0.0,0.0,277.0
13985,15248,2011,9,28,7,3,16.0,100.0,1015.0,16.0,NW,1.79,0.0,0.0,278.0
13986,15249,2011,9,28,8,3,16.0,93.0,1015.0,17.0,cv,0.89,0.0,0.0,273.0
13987,15250,2011,9,28,9,3,16.0,82.0,1015.0,19.0,cv,1.78,0.0,0.0,286.0
13988,15251,2011,9,28,10,3,16.0,77.0,1015.0,20.0,cv,2.67,0.0,0.0,282.0
13989,15252,2011,9,28,11,3,17.0,77.0,1015.0,21.0,cv,3.56,0.0,0.0,291.0
13990,15253,2011,9,28,12,3,17.0,82.0,1014.0,20.0,cv,4.45,0.0,0.0,302.0
13991,15254,2011,9,28,13,3,17.0,77.0,1014.0,21.0,cv,5.34,0.0,0.0,283.0
13992,15255,2011,9,28,14,3,17.0,77.0,1013.0,21.0,cv,6.23,0.0,0.0,288.0
13993,15256,2011,9,28,15,3,17.0,77.0,1013.0,21.0,SE,1.79,0.0,0.0,300.0
13994,15257,2011,9,28,16,3,17.0,77.0,1013.0,21.0,SE,2.68,0.0,0.0,326.0
13995,15258,2011,9,28,17,3,17.0,77.0,1013.0,21.0,SE,3.57,0.0,0.0,338.0
13996,15259,2011,9,28,18,3,17.0,82.0,1013.0,20.0,cv,0.89,0.0,0.0,349.0
13997,15260,2011,9,28,19,3,17.0,93.0,1013.0,18.0,NE,0.89,0.0,0.0,346.0
13998,15261,2011,9,28,20,3,17.0,93.0,1014.0,18.0,SE,0.89,0.0,0.0,373.0
13999,15262,2011,9,28,21,3,17.0,93.0,1014.0,18.0,cv,0.89,0.0,0.0,386.0
14000,15263,2011,9,28,22,3,17.0,93.0,1014.0,18.0,cv,1.78,0.0,0.0,350.0
14001,15264,2011,9,28,23,3,16.0,93.0,1015.0,17.0,NW,1.79,0.0,0.0,339.0
14002,15265,2011,9,29,0,3,15.0,93.0,1015.0,16.0,NW,3.58,0.0,0.0,328.0
14003,15266,2011,9,29,1,3,14.0,93.0,1015.0,15.0,NW,6.71,0.0,0.0,241.0
14004,15267,2011,9,29,2,3,13.0,93.0,1016.0,14.0,NW,9.84,0.0,0.0,80.0
14005,15268,2011,9,29,3,3,14.0,93.0,1015.0,15.0,NW,13.86,0.0,0.0,28.0
14006,15269,2011,9,29,4,3,5.0,45.0,1016.0,17.0,NW,19.67,0.0,0.0,18.0
14007,15270,2011,9,29,5,3,0.0,31.0,1017.0,17.0,NW,25.48,0.0,0.0,15.0
14008,15271,2011,9,29,6,3,-1.0,31.0,1017.0,16.0,NW,29.5,0.0,0.0,25.0
14009,15272,2011,9,29,7,3,-2.0,27.0,1018.0,17.0,NW,37.55,0.0,0.0,15.0
14010,15273,2011,9,29,8,3,-2.0,25.0,1019.0,18.0,NW,46.49,0.0,0.0,15.0
14011,15274,2011,9,29,9,3,-1.0,25.0,1019.0,19.0,NW,55.43,0.0,0.0,14.0
14012,15275,2011,9,29,10,3,-1.0,25.0,1019.0,19.0,NW,63.48,0.0,0.0,26.0
14013,15276,2011,9,29,11,3,0.0,26.0,1019.0,20.0,NW,68.4,0.0,0.0,26.0
14014,15277,2011,9,29,12,3,0.0,24.0,1019.0,21.0,NW,74.21,0.0,0.0,19.0
14015,15278,2011,9,29,13,3,1.0,24.0,1018.0,22.0,NW,80.02,0.0,0.0,25.0
14016,15279,2011,9,29,14,3,0.0,20.0,1017.0,24.0,NW,85.83,0.0,0.0,19.0
14017,15280,2011,9,29,15,3,0.0,20.0,1017.0,24.0,NW,90.75,0.0,0.0,18.0
14018,15281,2011,9,29,16,3,-1.0,19.0,1017.0,24.0,NW,95.67,0.0,0.0,14.0
14019,15282,2011,9,29,17,3,-1.0,20.0,1017.0,23.0,NW,101.48,0.0,0.0,13.0
14020,15283,2011,9,29,18,3,-1.0,21.0,1018.0,22.0,NW,106.4,0.0,0.0,25.0
14021,15284,2011,9,29,19,3,0.0,27.0,1020.0,19.0,NW,111.32,0.0,0.0,24.0
14022,15285,2011,9,29,20,3,1.0,36.0,1020.0,16.0,NW,114.45,0.0,0.0,33.0
14023,15286,2011,9,29,21,3,2.0,44.0,1021.0,14.0,NW,119.37,0.0,0.0,23.0
